3.890538154381522327e+04,3.354857313134676951e+04,3.759800937722284289e+04,3.716845151782021276e+04
3.972007502134395327e+04,3.432205701650251285e+04,3.840099815173705429e+04,3.810380834581050294e+04
7.921839174477354391e+04,6.860400080007867655e+04,7.700880394354254531e+04,7.614061521551391343e+04
1.585567280462937779e+05,1.373325266979620210e+05,1.537191951488000923e+05,1.519628454032298469e+05
3.174801728859326686e+05,2.741486763699231087e+05,3.074675844672173262e+05,3.046961530346440850e+05
3.875988386959583731e+05,3.353381681618450675e+05,3.745512322313867626e+05,3.720922075810087845e+05
6.358136904656696133e+05,5.491093040355253033e+05,6.145283352110092528e+05,6.090047501790525857e+05
1.271228270470755640e+06,1.098875254013357218e+06,1.229631554944115924e+06,1.219087100891834591e+06
2.543916909380261321e+06,2.196716649544505868e+06,2.460292000615769997e+06,2.435851768597305287e+06
3.880831637860800605e+06,3.353039696172507480e+06,3.750341474409015849e+06,3.717828745127251837e+06
5.087177762542976066e+06,4.391021281086881645e+06,4.918548932554952800e+06,4.875025259571427479e+06
1.017172585472642072e+07,8.786835830900559202e+06,9.835597720976440236e+06,9.747612552593333647e+06
2.034331650702292100e+07,1.757510413961301744e+07,1.967389268035034463e+07,1.949556774127337709e+07
3.880505265212064981e+07,3.352705575803811103e+07,3.752551980839961022e+07,3.718625171465050429e+07
4.068916688418454677e+07,3.515065949035637826e+07,3.934833668225265294e+07,3.899295075599407405e+07
8.137535788318186998e+07,7.030139066639782488e+07,7.868681012187583745e+07,7.798739881773015857e+07
1.627532724019409418e+08,1.406103509433452189e+08,1.573878195110893548e+08,1.559759831606614888e+08
3.254976666163260937e+08,2.812293581636098027e+08,3.147848272671617866e+08,3.119372394859373569e+08
3.341702917775545642e+07,3.352392294865775108e+08,3.752581370969404578e+08,3.718592450579940081e+08
6.509981630790505409e+08,5.624223723066465855e+08,6.295746529602952003e+08,6.239059337904614210e+08
