6.096363636363636308e-04,6.149595959595960089e-04,6.563636363636363505e-04,6.271212121212122121e-04
6.232020202020200706e-04,6.330101010101010393e-04,6.525959595959592886e-04,6.265050505050500859e-04
6.601212121212121468e-04,6.563030303030301668e-04,6.147070707070706594e-04,5.418181818181818299e-04
5.971111111111110847e-04,6.919090909090911193e-04,7.081919191919191364e-04,7.175252525252526605e-04
8.049898989898988944e-04,8.070909090909096466e-04,7.895858585858587511e-04,6.999999999999999929e-04
7.598585858585856856e-04,7.902828282828282909e-04,8.591919191919194457e-04,8.280606060606059268e-04
9.641010101010097410e-04,9.770202020202018844e-04,9.804444444444445923e-04,9.215050505050501007e-04
1.312272727272727679e-03,1.107232323232322947e-03,1.218030303030302828e-03,1.216737373737373801e-03
1.760101010101009899e-03,1.851727272727272900e-03,1.959171717171716981e-03,1.763454545454545917e-03
2.183878787878788461e-03,2.418383838383838125e-03,2.328989898989897774e-03,2.231444444444443450e-03
2.492838383838383645e-03,2.326919191919192553e-03,2.535666666666667405e-03,2.466535353535353504e-03
4.137272727272726415e-03,4.118727272727273035e-03,4.182717171717171591e-03,4.118939393939395274e-03
4.792555555555554243e-03,4.797050505050506376e-03,4.796787878787878677e-03,4.861232323232321170e-03
5.379848484848484720e-03,5.373303030303032933e-03,5.337929292929291872e-03,5.593373737373738899e-03
5.563141414141415352e-03,5.453171717171717559e-03,5.317050505050506873e-03,5.273171717171715352e-03
5.595000000000000147e-03,5.879767676767676775e-03,5.538888888888887467e-03,5.610454545454544341e-03
5.818313131313132547e-03,6.053060606060604344e-03,5.866606060606061740e-03,5.896131313131314916e-03
6.925626262626261714e-03,6.703111111111108474e-03,6.640666666666666246e-03,6.903434343434345158e-03
5.414606060606057258e-03,7.092898989898986824e-03,7.136090909090910504e-03,7.213232323232323696e-03
8.183404040404039514e-03,8.381090909090909216e-03,8.284080808080808087e-03,8.101494949494950429e-03
