1.124341100000000006e+05,1.131532799999999988e+05,1.120232100000000064e+05,9.931164999999999418e+04
1.116734499999999971e+05,1.143830700000000070e+05,1.180537799999999988e+05,9.972185000000000582e+04
9.891133000000000175e+04,1.047684799999999959e+05,1.045109600000000064e+05,9.659938999999999942e+04
1.161078800000000047e+05,1.154968999999999942e+05,1.200208500000000058e+05,1.079651399999999994e+05
1.233197500000000000e+05,1.089273399999999965e+05,1.016952400000000052e+05,1.007820800000000017e+05
1.117873399999999965e+05,1.185394499999999971e+05,1.103661600000000035e+05,1.057031999999999971e+05
1.248286900000000023e+05,1.135754600000000064e+05,9.174522999999999593e+04,9.727338999999999942e+04
1.037108500000000058e+05,1.074456799999999930e+05,1.083499900000000052e+05,1.090562400000000052e+05
1.253466000000000058e+05,1.238299499999999971e+05,9.072352000000000407e+04,1.023901799999999930e+05
1.007790399999999936e+05,9.681663999999999942e+04,1.147341199999999953e+05,1.073158099999999977e+05
1.174840700000000070e+05,1.001635899999999965e+05,1.143867799999999988e+05,1.274645099999999948e+05
1.060537899999999936e+05,1.231999400000000023e+05,1.142605200000000041e+05,1.216268699999999953e+05
1.187146600000000035e+05,1.224184499999999971e+05,1.266167500000000000e+05,1.201824400000000023e+05
1.261947700000000041e+05,1.300298999999999942e+05,1.252935399999999936e+05,1.396817900000000081e+05
1.240276699999999983e+05,1.218698699999999953e+05,1.263687299999999959e+05,1.308818000000000029e+05
1.386002999999999884e+05,1.493324800000000105e+05,1.396916300000000047e+05,1.233006399999999994e+05
1.276418000000000029e+05,1.751977500000000000e+05,1.474192900000000081e+05,1.468378900000000140e+05
1.693657000000000116e+05,1.874016499999999942e+05,1.900888500000000058e+05,1.932224299999999930e+05
1.359330599999999977e+05,1.762806199999999953e+05,1.832845000000000000e+05,1.885852900000000081e+05
1.779694200000000128e+05,1.880071300000000047e+05,1.939214400000000023e+05,2.035803599999999860e+05
