9.450750797712740302e+07,1.037769900717151016e+08,9.887901590671329200e+07,9.417564647110153735e+07
9.546956547105556726e+07,1.020687863498383462e+08,9.713107611186009645e+07,9.990179924223980308e+07
1.925641358743022978e+08,1.907835790900782645e+08,2.020806329900263846e+08,1.895066147529321909e+08
3.905923517468161583e+08,4.081015606464887857e+08,4.013138388394557834e+08,3.822487488104539514e+08
7.684698244962527752e+08,7.967588369413355589e+08,7.900403971977711916e+08,7.721474613094149828e+08
9.440504490099067688e+08,9.450549307605286837e+08,1.014908808778552651e+09,9.832895838790688515e+08
1.558470867027016878e+09,1.617079488855262041e+09,1.635030571059325218e+09,1.567465182265204668e+09
3.139393693297154427e+09,3.392252382480224609e+09,3.227722971019109726e+09,3.083007680461058140e+09
6.232437421702972412e+09,6.495740358141339302e+09,6.637850427633174896e+09,5.998961696997081757e+09
9.651291975541410446e+09,9.677394937054729462e+09,9.408508547101020813e+09,9.304303611733570099e+09
1.262900809324695396e+10,1.362116611285851479e+10,1.349824373436026192e+10,1.212523145617973137e+10
2.570000901335063934e+10,2.443678172693360519e+10,2.572291247514801788e+10,2.544428228520065308e+10
4.989465819524237061e+10,5.036661876566218567e+10,5.220875541445748901e+10,4.989047109814390564e+10
9.495196811911056519e+10,9.966554214221009827e+10,9.796444300658642578e+10,9.789860107900250244e+10
1.004475179182175446e+11,1.050557574524755249e+11,1.101975564115836182e+11,1.055109148098133850e+11
2.029497193107740479e+11,2.171234759964719238e+11,2.142593939646761780e+11,1.988424244654277649e+11
4.087158196747260742e+11,4.185076888597104492e+11,4.187702232181956787e+11,3.853720365681291504e+11
8.128729277074165039e+11,8.614830657448776855e+11,8.367489373571268311e+11,8.131541033237205811e+11
3.874464822549088287e+10,1.012838418617104858e+12,1.031563167314271729e+12,9.582660464714312744e+11
1.643924288690597412e+12,1.645249135645753662e+12,1.681700589579167725e+12,1.637679795375820557e+12
