1.896475029022803297e+06,1.336524934669379378e+06,1.529475776480182540e+06,1.511712732137613464e+06
1.932293878461154876e+06,1.372415528727866942e+06,1.578618059249443002e+06,1.551431604868471157e+06
3.856078077206961345e+06,2.737027647513021249e+06,3.142867850718939677e+06,3.098946249377837870e+06
7.718088741071648896e+06,5.478929249599103816e+06,6.251276729123629630e+06,6.165819707888943143e+06
1.544438762624688447e+07,1.094772124976521730e+07,1.252604332177150063e+07,1.235988273455006443e+07
1.885155015645872802e+07,1.337131285003159195e+07,1.522894280501268432e+07,1.509581343919753656e+07
3.091065664312102646e+07,2.193601507962650061e+07,2.497884648830772564e+07,2.468894131203526258e+07
6.178044785127484053e+07,4.385484952403444052e+07,5.005936752522321045e+07,4.942571031590868533e+07
1.236570825719936788e+08,8.772586006268453598e+07,1.000585313679803014e+08,9.870461397060348094e+07
1.886316743528890610e+08,1.339011509988929033e+08,1.525061530058297813e+08,1.506345905909345150e+08
2.472761941174012721e+08,1.754111272449711859e+08,2.001234537752586305e+08,1.975646338197717369e+08
4.942726340021650195e+08,3.509636396621851325e+08,4.002162065231877565e+08,3.950852646787780523e+08
9.886731711484150887e+08,7.019759791944043636e+08,8.002711146426934004e+08,7.903798320766441822e+08
1.886243878344472647e+09,1.338815634722788334e+09,1.527048126883615971e+09,1.507086362475502014e+09
1.977741215662036896e+09,1.403587647375104666e+09,1.600994440277461052e+09,1.580289669644223928e+09
3.955385221109142303e+09,2.807400370320236206e+09,3.201617128042157650e+09,3.160385042234667778e+09
7.910484774585023880e+09,5.614857808150149345e+09,6.404281432438778877e+09,6.321764052353554726e+09
1.582100457958673668e+10,1.123071551524541473e+10,1.280832570929814911e+10,1.264245769696274948e+10
1.132720544216557980e+09,1.338735896540166855e+10,1.526939464578907204e+10,1.507149543388901329e+10
3.164132055889342880e+10,2.245973030477191925e+10,2.561708517647701645e+10,2.528653418680471420e+10
