-5.786475090855846659e+00,-9.142250767280133417e+00
-5.731953032079744048e+00,-9.369925970615485156e+00
-4.620374341688888720e+00,-8.684409044681657974e+00
-4.564748810626386266e+00,-1.099486297903307275e+01
-4.565461834367932958e+00,-8.474941824611670782e+00
-4.766247617257993952e+00,-8.287491145792312608e+00
-5.583535349688000693e+00,-8.330449374801244034e+00
-5.125440239676018805e+00,-9.360381783767406816e+00
-4.942883299662802266e+00,-8.512799057336376762e+00
-5.221042350563869228e+00,-9.109086629034138127e+00
-4.879989943398644670e+00,-8.095928997293462714e+00
-5.607395611000738356e+00,-8.383750128586566319e+00
-4.725471898137426408e+00,-8.714959473695229164e+00
-4.484829050909150183e+00,-9.878063420925599303e+00
-5.376971395325341518e+00,-8.818511278537261688e+00
-6.925669743308795034e+00,-9.039331409244391935e+00
-5.992247955700395146e+00,-8.786891763286407198e+00
-6.245915846951239914e+00,-9.529928457091905614e+00
-5.448385616098588180e+00,-9.261765744998379901e+00
-5.173904780634190459e+00,-9.074747934778047309e+00
-5.803967405491700760e+00,-9.135573313046972288e+00
-7.017592491377334873e+00,-9.600112885429457066e+00
-6.496017041294056327e+00,-1.176250527850898564e+01
-6.371242092927222878e+00,-1.111083601452254577e+01
-8.635707627294454625e+00,-1.279235892047163148e+01
-6.509275648440925544e+00,-1.311769273264089009e+01
-6.362971182072569398e+00,-1.056726664762387458e+01
-6.434691880835169187e+00,-1.114586670556949599e+01
-6.622967290252811168e+00,-1.077637730817942696e+01
-7.580945994653279563e+00,-1.100840887165520066e+01
-7.805554226329612710e+00,-1.074812851928851565e+01
-8.499997137528215063e+00,-1.095764466748085120e+01
-8.765692921876491184e+00,-1.219831267409005982e+01
-8.503439567825443746e+00,-1.018764571700807231e+01
-9.883126708741700739e+00,-1.074458907410562247e+01
-1.365828350182605000e+01,-1.154074398597792239e+01
-9.425739055306207703e+00,-1.145592867779446244e+01
-1.086567427750501125e+01,-1.511439696840003677e+01
-1.040555272322173330e+01,-1.357843987096661209e+01
-9.989081938647249359e+00,-1.462304447420733844e+01
-1.099004132800270206e+01,-1.456957145080213145e+01
-1.149023984110653274e+01,-1.586697637966220320e+01
-1.238464261964607438e+01,-1.612860404332335307e+01
-1.294325012829492749e+01,-1.613387338903259405e+01
-1.377859701549304461e+01,-1.674302993497561687e+01
-1.613783840078501086e+01,-1.665576883735241509e+01
-1.555040223004833067e+01,-1.749056773639742701e+01
-1.594287861917816329e+01,-1.699872611153856283e+01
-1.610145815032921845e+01,-1.871719418959589376e+01
-1.531239173984377722e+01,-1.938750840144138365e+01
-1.402292376293487486e+01,-1.876309475772407609e+01
-1.618924489206503026e+01,-1.876571049441573180e+01
-1.704764636911238185e+01,-1.846729841613376877e+01
-1.412323736409328134e+01,-1.928481669193656245e+01
-1.293207353199597698e+01,-1.674001501540235992e+01
-1.325416434083001427e+01,-1.654014168194744983e+01
-1.422292199395738344e+01,-1.752177066814376616e+01
-1.473342809917557616e+01,-1.767945434576333597e+01
-1.470205473128839202e+01,-1.773219447153653405e+01
-1.543454185686303148e+01,-1.691388331889329066e+01
-1.604933820894851593e+01,-1.709260735611831450e+01
-1.500648150867056430e+01,-1.651555379178259386e+01
-1.415522414516850347e+01,-1.556935089794026261e+01
-1.441409057397648397e+01,-1.655623539532061983e+01
-1.549495390353514956e+01,-1.697314152914679752e+01
-1.646976944494543815e+01,-1.766967931894171784e+01
-1.344640927672358544e+01,-1.911357818298467492e+01
-1.170110473667604722e+01,-2.031062911915670810e+01
-1.200683288194072595e+01,-1.978087894747000774e+01
-1.228790695247571207e+01,-2.012920827586023975e+01
-1.144397936645438563e+01,-1.948826377019787515e+01
-1.146482330378458236e+01,-1.850926190404521421e+01
-1.270217641002584941e+01,-1.866244877777268130e+01
-1.321575829644025468e+01,-1.922973052126982907e+01
-1.190343031091521020e+01,-1.809736807383963608e+01
-1.079740150871718996e+01,-1.679678820327229616e+01
-1.108117222522325918e+01,-1.593499840088813535e+01
-1.327607126922754510e+01,-1.532805638232335355e+01
-1.371175263753119467e+01,-1.562601798000839537e+01
-1.208421889575982000e+01,-1.607040511598968990e+01
-1.126048706893487861e+01,-1.648253975764133017e+01
-1.061027410104223812e+01,-1.538365998958523306e+01
-1.155547324412950339e+01,-1.503318138097431778e+01
-1.191153695252342715e+01,-1.469841389118317032e+01
-1.167699444786888563e+01,-1.416555504930556708e+01
-9.872957041828600566e+00,-1.451557928533988751e+01
-1.033644331766743640e+01,-1.461284136804293432e+01
-1.211120142814840506e+01,-1.469870590026553536e+01
-8.759853216332533776e+00,-1.478121547253551249e+01
-8.011255786578624694e+00,-1.437813288458873195e+01
-7.936643984523801265e+00,-1.355801830917183537e+01
-8.853814830912543954e+00,-1.326499081657156509e+01
-7.908006590975389827e+00,-1.311953932778824061e+01
-8.455134696430070207e+00,-1.316303746220011561e+01
-8.766991679738890042e+00,-1.328129997749983460e+01
-8.799510615146379777e+00,-1.424187610924441216e+01
-9.229745795380628337e+00,-1.425637664779936742e+01
-9.986982645040171747e+00,-1.529371306242209805e+01
-8.432774392163340238e+00,-1.523149995134974510e+01
-8.603942107501259429e+00,-1.401275515289062135e+01
