-7.734512606103962185e+00,-7.703456483767784135e+00,-7.844911934353251404e+00,-8.191763981646397852e+00,-8.715678380983232998e+00
-7.736354231109874746e+00,-7.712226390350005012e+00,-7.841488294658982561e+00,-8.198175035892086626e+00,-8.718718719188760957e+00
-7.739121628646004503e+00,-7.718063772536997824e+00,-7.842017442985120823e+00,-8.205404858899429499e+00,-8.720359584909790129e+00
-7.738946823554111454e+00,-7.718821517732600057e+00,-7.839773810722251213e+00,-8.209241919477319627e+00,-8.725885169093567484e+00
-7.748313417762673794e+00,-7.726214171860645408e+00,-7.848125686901604503e+00,-8.212200023348804834e+00,-8.724079378200107371e+00
-7.753654676779083488e+00,-7.730046629943928771e+00,-7.848611965206552910e+00,-8.224822328969720431e+00,-8.726162438717022241e+00
-7.756604204530821001e+00,-7.737239921375527629e+00,-7.851214112196866601e+00,-8.226524727310394525e+00,-8.722327019911450208e+00
-7.753233253678288861e+00,-7.741020876478340362e+00,-7.859187908787528265e+00,-8.234142170599687560e+00,-8.720956589476122289e+00
-7.751784984513050425e+00,-7.750527569676486372e+00,-7.858552018258279759e+00,-8.231358882736827809e+00,-8.720695401230688759e+00
-7.746415390908556908e+00,-7.754872300341900448e+00,-7.864631784075630350e+00,-8.234503348399176303e+00,-8.714735295765789758e+00
-7.744308652189927145e+00,-7.761858992675637836e+00,-7.863595953274072237e+00,-8.231424318774275051e+00,-8.715031516038742154e+00
-7.747171217095342399e+00,-7.762897638182040261e+00,-7.871922484141548715e+00,-8.235104828859727277e+00,-8.716204559126671469e+00
-7.750329247360131291e+00,-7.770807211715290208e+00,-7.881915298987032692e+00,-8.233639300122117533e+00,-8.719299693420184738e+00
-7.755137614987921424e+00,-7.774850323209676617e+00,-7.881954121971844529e+00,-8.235921716808443094e+00,-8.716439224019502774e+00
-7.760788888535244290e+00,-7.777850911465153061e+00,-7.892390248389169471e+00,-8.247324160417571548e+00,-8.712359971363545341e+00
-7.762956587637487971e+00,-7.781997707801080466e+00,-7.896176515256685846e+00,-8.249910482858611616e+00,-8.711753148247876055e+00
-7.762807400728596541e+00,-7.785802757142168851e+00,-7.899794217213905512e+00,-8.258027292212268833e+00,-8.710642049361931427e+00
-7.760228811502405399e+00,-7.790560820947036724e+00,-7.910228282714665049e+00,-8.259367075728045293e+00,-8.707403314550260731e+00
-7.758126556112863170e+00,-7.790870340062315158e+00,-7.920009703928681866e+00,-8.262120035693730102e+00,-8.705079912189827240e+00
-7.763277042660495120e+00,-7.796672658672148870e+00,-7.922883294110619978e+00,-8.267747211764245208e+00,-8.704745061078410728e+00
-7.767235424374342223e+00,-7.790418648085516651e+00,-7.929258327603395884e+00,-8.274613102274507526e+00,-8.704317545194012240e+00
-7.767911319923122448e+00,-7.784819001432119023e+00,-7.935565998176741687e+00,-8.278823566774070386e+00,-8.706642702269634881e+00
-7.772812106438501623e+00,-7.787098924232303432e+00,-7.941003495613115248e+00,-8.286783744288966247e+00,-8.698690018171733485e+00
-7.771066982640508769e+00,-7.778879290811304692e+00,-7.941452036600573194e+00,-8.291855086375328199e+00,-8.696789437432713044e+00
-7.769669199361251444e+00,-7.778502264512172637e+00,-7.945228431859166385e+00,-8.291523331297259602e+00,-8.698124401544381712e+00
-7.773612832342192469e+00,-7.778437501957629507e+00,-7.946588935280533228e+00,-8.303057820734519368e+00,-8.691391935474147346e+00
-7.767250313222581859e+00,-7.776330816802845547e+00,-7.948107407467747798e+00,-8.309560594783844678e+00,-8.685718318122654935e+00
-7.769620891250594852e+00,-7.768005838994739065e+00,-7.947037074417625746e+00,-8.319082364395228524e+00,-8.683649714696285216e+00
-7.772659328318360039e+00,-7.756932642668367350e+00,-7.943901928684314662e+00,-8.324423711093274392e+00,-8.676687203243023561e+00
-7.770945406263931154e+00,-7.750384605725823661e+00,-7.939003610731266924e+00,-8.333430901205298724e+00,-8.677175037768554589e+00
-7.770642034476701099e+00,-7.744625058495465453e+00,-7.936920474679681980e+00,-8.338078964942416960e+00,-8.674994916426488345e+00
-7.769763693170159691e+00,-7.738540623327722301e+00,-7.933563466613928306e+00,-8.341317616384333888e+00,-8.671707982959484085e+00
-7.775656145036617950e+00,-7.732193253780352826e+00,-7.921701709322076290e+00,-8.338552928356664395e+00,-8.668697552120253391e+00
-7.777997454381813114e+00,-7.727583946290937256e+00,-7.918702494842177586e+00,-8.333250570304361560e+00,-8.669361074638857190e+00
-7.779113588509162014e+00,-7.724310400346890759e+00,-7.910215235798124134e+00,-8.331133284740708689e+00,-8.669743843847028231e+00
-7.783894634786006961e+00,-7.719783219273077535e+00,-7.897119389859704519e+00,-8.324956844037702197e+00,-8.670287227504546834e+00
-7.786882228721673016e+00,-7.726187631690735635e+00,-7.886108566406213605e+00,-8.326933541239201375e+00,-8.669082584496065280e+00
-7.790746487801822440e+00,-7.728522173711112941e+00,-7.876825606330209339e+00,-8.316789424474055892e+00,-8.669231316238471763e+00
-7.791760889139101920e+00,-7.731859238824568159e+00,-7.864578724054145376e+00,-8.309803656315086329e+00,-8.667354892884866047e+00
-7.799997405378258364e+00,-7.734426772923336024e+00,-7.857816939616694363e+00,-8.298394586267757944e+00,-8.671200462047769619e+00
-7.810723837574951922e+00,-7.731420052845091817e+00,-7.846003029639843085e+00,-8.289743533184482871e+00,-8.676206223463138301e+00
-7.812861558866892153e+00,-7.730666006221993847e+00,-7.838091422266172614e+00,-8.274808566405612353e+00,-8.678558693129778234e+00
-7.818190317757900409e+00,-7.730871279636551741e+00,-7.834911540432617727e+00,-8.269261091633756777e+00,-8.684388557736074432e+00
-7.819266408640983101e+00,-7.733946377668408090e+00,-7.831034631336956764e+00,-8.254359177148419491e+00,-8.689332276720762138e+00
-7.822271158165518656e+00,-7.730460366127514860e+00,-7.830130420238092803e+00,-8.247407201023293055e+00,-8.694403852054136905e+00
-7.823643290634601399e+00,-7.731848818386330535e+00,-7.816960327076111881e+00,-8.227667908301206978e+00,-8.703064337047242915e+00
-7.826443172110849389e+00,-7.728013579138140798e+00,-7.816369702267508046e+00,-8.212625193397109058e+00,-8.703959877947198720e+00
-7.832836223185385194e+00,-7.734833401867923008e+00,-7.804190626819378807e+00,-8.203135334363235387e+00,-8.709590005592707129e+00
-7.836283618741259893e+00,-7.732961465703550807e+00,-7.799838020205182687e+00,-8.188849336573197135e+00,-8.721586656017471739e+00
-7.840322055845165394e+00,-7.729668863158467573e+00,-7.798556866809384758e+00,-8.178733925689702033e+00,-8.728428254413895360e+00
-7.840628862323251624e+00,-7.728652866587769843e+00,-7.790133250546082522e+00,-8.166881127749277880e+00,-8.731987570402429455e+00
-7.842474819970074229e+00,-7.722563281402115898e+00,-7.782741994781617656e+00,-8.157914872699929987e+00,-8.739470182014253297e+00
-7.846831729447404591e+00,-7.713992157383542825e+00,-7.782116355430811261e+00,-8.149128594602885300e+00,-8.748669782886082658e+00
-7.841320088459037940e+00,-7.713501971316821582e+00,-7.776949881630317307e+00,-8.139988127075140412e+00,-8.749168467919592018e+00
-7.842946427202911686e+00,-7.711399064807743287e+00,-7.771665670273599780e+00,-8.131267414920758441e+00,-8.758563509454543095e+00
-7.841510278463035277e+00,-7.704492145292552330e+00,-7.762866113774637533e+00,-8.121558176893691083e+00,-8.759799500302682063e+00
-7.845266772772290231e+00,-7.697775041769769011e+00,-7.756382356971347036e+00,-8.114461930559370373e+00,-8.760945029188086153e+00
-7.838710895438834925e+00,-7.696231742712381418e+00,-7.748814766807246457e+00,-8.115551092716836834e+00,-8.766469100845045048e+00
-7.834465699803338623e+00,-7.694090736619200399e+00,-7.738831098697274591e+00,-8.114410571110152404e+00,-8.764378012318541522e+00
-7.830991848566371871e+00,-7.685149174187326793e+00,-7.734475211512845227e+00,-8.110204550292985815e+00,-8.774791249817871730e+00
-7.834634338247843388e+00,-7.683067381750979585e+00,-7.740089468534200989e+00,-8.108076160713228120e+00,-8.775208513272854560e+00
-7.834071088582589937e+00,-7.672830556898566634e+00,-7.729958956624961353e+00,-8.109869166209190183e+00,-8.774456599591147210e+00
-7.832230757068213478e+00,-7.670592730052541164e+00,-7.732020266121885754e+00,-8.113049618760623360e+00,-8.781749041347023166e+00
-7.830863053133815477e+00,-7.665765838004411137e+00,-7.733036690913023925e+00,-8.115417185938946787e+00,-8.778503136227351789e+00
-7.832219578424546746e+00,-7.664904731919750525e+00,-7.735082468330158889e+00,-8.124200843639794556e+00,-8.778156942583379418e+00
-7.833342503070203300e+00,-7.664227123422507226e+00,-7.735444139583885104e+00,-8.126525938372020974e+00,-8.773161997695069658e+00
-7.837230599924030372e+00,-7.661470470409610378e+00,-7.744427588847846877e+00,-8.132736841491714941e+00,-8.771286864107743497e+00
-7.837411182304068191e+00,-7.659212067869091811e+00,-7.741399392430296622e+00,-8.138057773044138798e+00,-8.762844443163343655e+00
-7.840292227109576295e+00,-7.653206758726048164e+00,-7.744717272773052663e+00,-8.143831608832401869e+00,-8.754612445464413639e+00
