-7.826936895377641257e+00,-7.624581953351186492e+00,-7.733960960836065546e+00,-8.143082352337019714e+00,-8.711645648276707732e+00
-7.829551030576686443e+00,-7.630267733015731579e+00,-7.740104975814627863e+00,-8.151101478910643294e+00,-8.709931315034438626e+00
-7.824717845261424110e+00,-7.632847943623342069e+00,-7.749490880938838977e+00,-8.159342494402505253e+00,-8.705936788355703726e+00
-7.818744070052556339e+00,-7.631981672285939489e+00,-7.762857792999913187e+00,-8.167951707776833103e+00,-8.710719564938377957e+00
-7.817557501931486463e+00,-7.632971123990242468e+00,-7.769613609573248425e+00,-8.170362407192307330e+00,-8.709425113517017536e+00
-7.819183289782981383e+00,-7.630384211021401519e+00,-7.777977566675718712e+00,-8.174813057446442599e+00,-8.711102219560698856e+00
-7.811415214531646001e+00,-7.634960978512980390e+00,-7.791892974207371481e+00,-8.179396094837317222e+00,-8.703664246768607171e+00
-7.806294819097712612e+00,-7.633611750939419238e+00,-7.799087075747835662e+00,-8.183431994030076595e+00,-8.705885777041325824e+00
-7.805079480043792373e+00,-7.631325702325713500e+00,-7.805050301801370161e+00,-8.188306157102170246e+00,-8.708522435599894251e+00
-7.802249985452357706e+00,-7.632306358928906853e+00,-7.815858761743254668e+00,-8.191525782156150015e+00,-8.707212921001667993e+00
-7.797966685974464518e+00,-7.632041705024842138e+00,-7.822670715996784097e+00,-8.192017895777087944e+00,-8.709951227363934123e+00
-7.787322170226076423e+00,-7.647340799771385811e+00,-7.830580306166873505e+00,-8.189425718671067500e+00,-8.709511022821182280e+00
-7.784805217918752795e+00,-7.645389154131370546e+00,-7.833831170141220213e+00,-8.183620200795287403e+00,-8.707554457715003693e+00
-7.783938835658148037e+00,-7.651789774282559797e+00,-7.842788063914070129e+00,-8.181970952379005624e+00,-8.704540069292393767e+00
-7.776607652152492278e+00,-7.652212345157358264e+00,-7.853609623682040741e+00,-8.181349570723897457e+00,-8.708073472181760977e+00
-7.767968234689521800e+00,-7.652845007475424843e+00,-7.853594190708761857e+00,-8.181901787119214120e+00,-8.706760849049235418e+00
-7.765701949754750366e+00,-7.656094712686948078e+00,-7.859746829669341572e+00,-8.176337673993055333e+00,-8.709250595160005659e+00
-7.759825045023166723e+00,-7.657254287198417053e+00,-7.860933698828873162e+00,-8.170317038360581208e+00,-8.707766665483303470e+00
-7.759110224347057105e+00,-7.658777927333114910e+00,-7.865484104096792883e+00,-8.167624563332179122e+00,-8.704241797717177320e+00
-7.747647742216729583e+00,-7.661923643691950225e+00,-7.865357684098321478e+00,-8.162941576066849336e+00,-8.703348500385269304e+00
-7.741076890527473608e+00,-7.663082945342323704e+00,-7.866822691892067176e+00,-8.164863707698593487e+00,-8.701105217520593627e+00
-7.732961149432327375e+00,-7.670273372497219633e+00,-7.868523073554428038e+00,-8.161461620763253322e+00,-8.705103235922562632e+00
-7.730560173969801774e+00,-7.674159097723205036e+00,-7.869079945718207902e+00,-8.154884086392934606e+00,-8.701080063598714887e+00
-7.726015560950116878e+00,-7.675085828537623556e+00,-7.865060870800503423e+00,-8.156652937137089054e+00,-8.704720507810922214e+00
-7.727440163602882883e+00,-7.683345073507696910e+00,-7.867394609404780859e+00,-8.155979345130530689e+00,-8.703441070050503825e+00
-7.718707387732164804e+00,-7.685929883606664959e+00,-7.862098486926769603e+00,-8.162437893181182957e+00,-8.700303681125397759e+00
-7.720772125116133644e+00,-7.687634202409692641e+00,-7.852472964126305577e+00,-8.160295466226514804e+00,-8.701697571279368049e+00
-7.720206275272361474e+00,-7.694456477290849250e+00,-7.852878977389927684e+00,-8.167653004633173452e+00,-8.700186509408133873e+00
-7.726598306335119126e+00,-7.694478539293093000e+00,-7.849022990349389772e+00,-8.175125272398958032e+00,-8.706798752916048656e+00
-7.726704744501985189e+00,-7.695837372217371630e+00,-7.847078556418296991e+00,-8.178245461179342257e+00,-8.709733863461583070e+00
-7.726864031322341120e+00,-7.700886763378084865e+00,-7.843913146853056517e+00,-8.187068375299714873e+00,-8.713417609001744779e+00
