3.613189697265625000e+01,2.917451095581054688e+01,3.612212371826171875e+01,4.235080718994140625e+01,4.538118362426757812e+01,5.992757797241210938e+01,6.813307952880859375e+01,8.295625305175781250e+01,8.545727539062500000e+01,8.295232391357421875e+01
3.607147216796875000e+01,2.934595489501953125e+01,3.682455062866210938e+01,4.244776535034179688e+01,4.501038360595703125e+01,5.902666091918945312e+01,6.878877258300781250e+01,8.284403991699218750e+01,8.573829650878906250e+01,8.235865020751953125e+01
3.677019119262695312e+01,2.994625663757324219e+01,3.685420227050781250e+01,4.224530792236328125e+01,4.570828247070312500e+01,5.937933731079101562e+01,6.882733917236328125e+01,8.266173553466796875e+01,8.507739257812500000e+01,8.203166198730468750e+01
3.651296997070312500e+01,2.939942359924316406e+01,3.695039749145507812e+01,4.289392852783203125e+01,4.551072311401367188e+01,5.971532058715820312e+01,6.843598937988281250e+01,8.281555938720703125e+01,8.503055572509765625e+01,8.215397644042968750e+01
3.669131088256835938e+01,3.057940864562988281e+01,3.678631973266601562e+01,4.226407241821289062e+01,4.551012039184570312e+01,6.037022399902343750e+01,6.766794586181640625e+01,8.236631774902343750e+01,8.505997467041015625e+01,8.277947998046875000e+01
3.699481201171875000e+01,3.117908859252929688e+01,3.615909194946289062e+01,4.238526535034179688e+01,4.597307968139648438e+01,6.006229019165039062e+01,6.720220184326171875e+01,8.182266235351562500e+01,8.575700378417968750e+01,8.233548736572265625e+01
3.643878936767578125e+01,3.216385650634765625e+01,3.622151184082031250e+01,4.357709884643554688e+01,4.529574584960937500e+01,6.156245803833007812e+01,6.682762908935546875e+01,8.198015594482421875e+01,8.593452453613281250e+01,8.267108917236328125e+01
3.660982894897460938e+01,3.466479492187500000e+01,3.636592102050781250e+01,4.334204864501953125e+01,4.573468780517578125e+01,6.232039260864257812e+01,6.599340820312500000e+01,8.121954345703125000e+01,8.514115142822265625e+01,8.282843780517578125e+01
3.646723175048828125e+01,3.535751724243164062e+01,3.649102020263671875e+01,4.321505355834960938e+01,4.514905929565429688e+01,6.203704071044921875e+01,6.525111389160156250e+01,8.093735504150390625e+01,8.470922851562500000e+01,8.286868286132812500e+01
3.708852386474609375e+01,3.646740722656250000e+01,3.617163467407226562e+01,4.386281967163085938e+01,4.581796646118164062e+01,6.390882492065429688e+01,6.494043731689453125e+01,8.034152221679687500e+01,8.463387298583984375e+01,8.245487976074218750e+01
3.723602294921875000e+01,3.861202621459960938e+01,3.622245407104492188e+01,4.454733657836914062e+01,4.587590026855468750e+01,6.406024169921875000e+01,6.302337265014648438e+01,8.023744964599609375e+01,8.448004150390625000e+01,8.279042816162109375e+01
3.715831375122070312e+01,3.992012023925781250e+01,3.661491394042968750e+01,4.487382125854492188e+01,4.519120788574218750e+01,6.440631103515625000e+01,6.231055831909179688e+01,7.972854614257812500e+01,8.471472930908203125e+01,8.216947937011718750e+01
3.779899597167968750e+01,4.057481002807617188e+01,3.660649108886718750e+01,4.474373626708984375e+01,4.536795806884765625e+01,6.545199584960937500e+01,6.246471405029296875e+01,7.929821014404296875e+01,8.469028472900390625e+01,8.244805908203125000e+01
3.728697967529296875e+01,4.146725082397460938e+01,3.683300781250000000e+01,4.437940979003906250e+01,4.510724639892578125e+01,6.570993041992187500e+01,6.135272216796875000e+01,7.996087646484375000e+01,8.469471740722656250e+01,8.205405426025390625e+01
3.608985137939453125e+01,4.368137741088867188e+01,3.643725204467773438e+01,4.323677825927734375e+01,4.575598144531250000e+01,6.529563140869140625e+01,6.103314971923828125e+01,7.969498443603515625e+01,8.456684875488281250e+01,8.205776214599609375e+01
3.607316970825195312e+01,4.443191146850585938e+01,3.696862792968750000e+01,4.372266387939453125e+01,4.514008712768554688e+01,6.574217224121093750e+01,6.094363403320312500e+01,7.957254791259765625e+01,8.449408721923828125e+01,8.240060424804687500e+01
