3.141710306893390203e-02,3.831587457566720811e-02,3.512733943162006482e-03,1.840502519817529756e-02,-5.119901958303980927e-02,4.905516607852708488e-02,6.085616981347422016e-02,-5.154337651394124559e-02,-2.529409633622760681e-02,-1.187681160180852243e-02,9.317769841032457270e-03,7.342450062785553511e-02,1.998047181542982227e-03,1.065041684996237692e-01,5.210479162286067722e-02,-5.536878888108216767e-02,7.571544716922007368e-02,8.460404165961706024e-02,7.922504324646414270e-03,8.759778043152806337e-02,1.094386485514647067e-01,2.729761886608149737e-02,-1.093467813237173347e-01,-4.798658269285138028e-02,2.093181895080765270e-02,5.725976120229479133e-02,2.589708190398910814e-02,-7.301849247273618261e-03,-2.507688930916320696e-04,1.144156023745995787e-02,-4.893087724012357836e-02,4.906727072472081425e-02,-2.496346975576946292e-02,-7.548862299643525897e-02,-1.944067821221181352e-02,-2.403399992170874092e-02,1.079163103423970600e-02,3.378748077586745616e-03,-5.807315486463060505e-02,-4.349752281732256060e-02,-1.387217967086049573e-02,2.280313427462843032e-02,-5.143337328573656386e-02,-1.771678281500194130e-02,8.413114872269875089e-02,-9.828602257436623579e-02,7.843061077056009966e-02,5.181191427977209149e-03,-1.757133487376005138e-02,8.234928950055653285e-02
-3.802468554528817823e-02,2.626506099376152079e-02,4.162205939743568450e-02,5.010759320345953977e-02,-1.472091554708626071e-01,-2.788998105408189640e-02,1.957236962848483280e-02,-3.464965477359854135e-02,-3.798684500316019258e-02,2.309281729538022188e-02,-2.408717971134083022e-02,6.872368299395633946e-04,2.667663931427057683e-02,2.001802021461676628e-02,-3.466332453507633277e-02,4.676410721894842804e-02,1.572734313634432599e-02,-3.154053097316630166e-02,-5.556098643680467547e-02,-4.802204732027006567e-02,3.573681024098868120e-02,4.564075798178441473e-02,-1.182514808229022212e-02,-1.811180453507284585e-02,1.391150244382401320e-02,-4.306148187879054595e-02,9.808109520588698116e-02,2.477229513254576923e-02,-1.023529366050327308e-02,9.387605128284235920e-03,3.901042225408666436e-02,-9.452763312581782817e-02,2.744059113215810766e-02,4.503725240312018985e-02,5.482415363999431105e-04,-5.866409980664289564e-02,4.078738554727902310e-02,-1.186233756478948312e-02,-4.961994060339244145e-02,6.016822525339914074e-02,2.345282732820420935e-02,6.117862250995551726e-02,1.024364383374966742e-01,8.135345962711515444e-02,3.755800833076118617e-02,6.371643319224115642e-02,3.583682272212567604e-02,-7.431266367355878963e-03,1.483874903150780508e-02,-7.074427168718047665e-02
2.758176483871139974e-03,9.493245847324317810e-02,-5.215190565252880717e-02,1.735338682182182776e-02,1.484297940802163825e-02,4.391681765091315359e-02,7.340580672482471813e-02,5.693737910930032897e-02,5.939596008671479445e-03,1.380415173889848815e-02,-7.429877892303672626e-02,-1.251388692811170218e-02,-5.802194950911854221e-02,4.429708780741585528e-02,9.289074233856832799e-03,9.469476299599875746e-02,-6.201011909783314853e-03,-4.382437206162161092e-02,3.687334108413540396e-02,3.602975282328384210e-02,9.232825438174640728e-03,5.057074840345154865e-02,-4.733216264476271251e-02,-6.732527474636394726e-02,-6.425697072047883984e-02,1.770871487031177791e-03,1.153565483523338042e-01,-5.368717906118694594e-02,6.484702894264435247e-02,5.495049689906028600e-02,3.866540970346935956e-03,-8.218384789792117229e-02,1.246271249503064921e-01,3.346419241612293149e-02,7.549595481884179005e-02,-3.749974097047518995e-03,-2.340804392696939351e-02,-2.832560514396506232e-02,1.181318325109969973e-02,2.980178328340996399e-02,-2.377576755299748434e-02,3.538117374126491244e-02,7.886001589332318484e-02,-2.795756592432860690e-02,1.202153506074083236e-02,8.544222989929482759e-02,-2.888611942107750449e-02,1.990280526702297229e-02,2.624361636911751866e-02,8.353861486581247442e-02
6.174673531044898474e-03,2.165092421411485279e-02,-4.982055479951815261e-03,9.423749468196612050e-03,3.975212932692021722e-02,-5.252178627748513295e-02,1.592858440344826359e-04,-4.851629035392199252e-02,-4.089052438794365391e-02,2.158462537530078055e-03,4.862169014618692581e-02,-1.165786157372776105e-01,4.451708574203351587e-02,-5.476210348835186884e-03,2.868006541936793038e-02,6.525469530566476925e-03,1.114857804425216370e-01,7.329861336370881164e-02,6.198501465610433553e-02,1.094888850209459336e-01,-4.961628833223249990e-02,1.591721074541595574e-02,-6.236401027399266633e-02,-3.152212894438593399e-02,-2.214895527428122415e-02,9.657225489183350609e-02,1.005198746390000009e-01,-4.736264262595187013e-02,6.003635934872126982e-03,-6.243176351237972321e-02,-1.016249205629993352e-01,1.099309905260933279e-01,-1.577846896383227476e-02,5.801307868941635304e-02,2.894289835620316841e-03,1.157456259623224071e-01,-1.321076222014867241e-01,-2.921506843601194559e-02,-1.691261431801324017e-02,-9.311475568610318165e-03,3.177465978224672249e-02,-2.296985856828199016e-02,-8.375285980974817024e-02,5.390487695034606314e-02,-2.613480611733829534e-02,-7.989791620673734884e-02,8.609939601570495982e-02,-8.431267582310289499e-02,-1.251593891412911171e-02,-5.872098777578061563e-02
2.493821327692202078e-02,5.369222747496094766e-02,2.006024031752433323e-02,6.873393921197404333e-02,6.871965869058324627e-02,6.922769729162044083e-02,3.207342235269504405e-02,3.495679592487482834e-02,2.048679896397297400e-03,-3.117334493867006395e-02,-8.611290424833926982e-02,4.247830241464817247e-02,-4.266932602784479639e-02,1.463068884722912993e-02,2.273120968043726084e-02,-3.905270752123436717e-02,-2.915762378071460811e-02,-5.859966891126579258e-02,-2.529541271648539508e-02,3.165145920660459439e-02,4.171487917810540007e-03,3.218184621831680914e-02,-2.135549487721324913e-02,-6.211595251712794669e-02,-5.421404848605361482e-02,1.364560648819564681e-01,-6.728228585889518831e-02,9.284625041643987386e-02,1.001784806577219779e-02,-3.225559033178788948e-02,-8.228112280619098370e-03,-1.308524220349378993e-02,1.688616152339556670e-02,-2.910438675628080826e-02,-2.275606714335302178e-02,1.001676470754646053e-01,1.048407661104193006e-01,5.064724163703530208e-02,7.485928690480959935e-02,2.892819415406209377e-02,2.201451260320864620e-02,-2.018678875191336208e-02,-5.219563890696265335e-02,2.180652446939402092e-02,1.920167931165177311e-02,-2.121365200101278312e-02,-1.524339098144216614e-02,6.792705018629935365e-02,-6.434579604463584734e-02,1.889734005044092086e-02
1.030026712793776084e-01,-1.387989884509880333e-02,8.831285119979641329e-02,-2.539370474305266065e-02,4.398679880503583717e-02,-4.950741290117801480e-02,-1.839103630808266304e-02,4.445327743726850550e-02,5.832330864423148492e-02,-4.450558075838750155e-02,-1.037106854117453153e-01,-7.237702996381632781e-02,-8.054685013021770090e-02,-1.808414462338974946e-02,7.978708531488508393e-02,-4.128760741174675175e-02,3.902933785942545170e-02,-1.373219639098308478e-02,3.523158864097143683e-02,-2.751521948276604637e-02,3.849192496663288859e-02,-4.788666525992477802e-02,8.244177820672486667e-02,-1.304256643137057881e-03,2.015706871975098471e-02,-1.012117153360535815e-01,4.051102978555615013e-03,1.395234436266789280e-01,-5.005463430793188895e-02,-2.152804366622229973e-02,6.554754858392338422e-03,3.730670481100092917e-02,9.201738485354736541e-02,1.894772024107148345e-02,5.145324106590328656e-02,-4.308045130353934521e-02,4.645530247685929204e-02,6.074274806869835869e-03,6.697715185027036666e-02,5.055855834150183546e-03,7.680062358843085801e-02,2.715325750732904692e-02,1.873960531347687933e-02,8.398248384208916936e-03,2.942986365184493622e-02,1.067655407604712059e-01,6.557350979313678052e-02,1.214174339761216713e-02,-7.000290368814214570e-02,-3.137155443818070988e-02
5.272086987676453951e-02,1.375706484522863926e-01,1.886132351668995746e-02,5.940454407311202001e-02,-1.796670611465694609e-02,8.643123316052644944e-02,3.993226699186014535e-03,-2.723672895077568212e-02,1.557098174527601214e-02,7.755114982995916020e-03,4.494938164628906052e-02,-5.041629706618215578e-02,3.552073862890226669e-02,2.198425349977904328e-02,-2.584793743259597085e-02,-1.961652778264369804e-02,9.614687885293202174e-02,-9.004245256538619471e-03,7.286404587569768332e-02,6.238673814748275231e-02,-9.981906503746810350e-03,-2.028015506093766226e-02,-1.263390806646738120e-02,1.204292008488214334e-02,-1.011769298491078245e-03,1.177017933290044893e-01,-5.321398168765213710e-02,-8.993645110668116796e-03,-2.775373916437893010e-02,4.998837196312261311e-02,8.161479326405535195e-02,-4.476081004489126935e-02,-7.181058861464084675e-03,-2.186396391710573872e-02,-7.730906424743760885e-02,-2.884521971751126054e-02,7.072072284131783459e-02,7.800137933513169586e-02,4.779169925411534681e-02,-5.364996542322777312e-02,9.236555864167426966e-02,5.370552840385027504e-02,-4.797895564998455598e-02,-3.779178383131188285e-02,-7.438234018064216954e-03,-3.756456504852771772e-02,1.680412208314260580e-01,-3.661829365213776361e-02,3.653495428761028077e-03,1.477652004907173064e-02
1.607738003925568079e-02,-1.261033345581775988e-01,5.344013292852492492e-02,5.786161606692645509e-02,2.517308706907933624e-02,-9.315384755343038281e-02,1.476753995322916402e-01,-1.977684446318354189e-02,-1.992082705868163106e-02,4.625919450370225006e-02,9.956464419022512807e-03,7.939795521575408743e-02,2.895842627754448284e-03,3.238967282582504853e-02,-5.180504435425520998e-02,-8.062232080460762784e-02,5.713661466082859547e-02,6.004936091296506767e-02,8.183720447041300042e-03,2.010620606057746812e-03,1.078688670074163108e-01,-3.672516928562044765e-03,-2.176961669318783904e-02,4.823801701242502044e-02,1.987117085425864002e-02,2.617614758133681579e-02,1.106555828423199106e-01,-2.474096346553397718e-02,-2.602865259703434492e-02,7.367310000091539801e-02,5.603980259155843212e-03,-2.564104222606656408e-02,7.605363760928825212e-02,-4.840185453235355123e-02,8.788264614607679825e-02,-8.739006682197830028e-03,3.676422389524799939e-02,-8.787628704227759546e-02,-3.299799565294620103e-03,3.178098732904790363e-02,4.889079289139671575e-02,1.826994885586156678e-02,7.435108106235435721e-02,-3.051502820165029328e-02,7.326408583961749321e-02,2.829638333657331570e-02,-1.574390402066403773e-03,2.423422094068713659e-02,-2.062325869414010499e-02,6.959663443972977787e-03
-1.805375108903391201e-02,2.704816691072874091e-02,8.586750591546901679e-02,-2.614241147995124970e-02,-2.846258606212334272e-02,-1.369620698850776246e-02,9.048962419862406625e-02,-3.518325435618332303e-02,9.472512511855598477e-03,-1.147898274231397980e-02,-8.344496586916251568e-02,-9.144988761235253163e-04,7.024421645818386406e-02,-1.033452629316626570e-02,-7.519467531840263834e-03,9.768306794993504572e-02,3.134579402334075615e-02,2.985563701992407018e-02,-5.348988325140063144e-03,-4.965675758075425994e-02,1.420986000651682868e-03,-3.514209196060336104e-02,3.874380213032960207e-02,-1.305455439801384288e-01,-2.414166172851037531e-02,6.252413156954662876e-02,9.156566837566255945e-02,6.269363232002744812e-02,-8.592982910944928221e-02,-6.277303793569874446e-02,3.839945342492798869e-02,-9.607958620747839018e-02,3.773680023779676235e-02,3.126982259840583016e-03,2.751002691088916610e-02,-2.115800339401569669e-02,-6.955697419478981680e-02,-5.267826658048790911e-02,1.670862454076577075e-02,2.144293450153393968e-02,2.585777920768167482e-02,-2.464050743479115346e-02,7.433410310241425623e-02,3.326712982365869625e-02,2.357652739713182732e-02,-4.011642623095711818e-02,4.876277409287066954e-03,2.639192199174474063e-02,1.423622138963771301e-02,-5.693046514924201412e-02
3.356962496487601866e-02,2.941410074932258173e-02,1.084389836535198520e-01,5.388061605130548513e-03,1.773417150229661399e-02,3.375098513947686479e-02,3.024607753819778637e-03,-2.880693582202804772e-03,-4.027118465965475597e-02,-3.662307795673797051e-02,8.899416227347477226e-02,-3.591089391954457172e-02,-7.180522445871276305e-02,3.974761476396828502e-02,-9.874424885797704332e-02,2.432594744611511067e-02,-3.714644679704946079e-02,8.425485968853793986e-03,1.147119529862987569e-01,7.554643515874613635e-02,1.066980760271994400e-01,1.571147067223790592e-02,1.617642992339168168e-02,-1.468988853599846470e-03,-7.790887039780698686e-02,3.880388601486072647e-02,-1.117758092132933589e-01,4.069192672434736313e-02,-6.736606837041253515e-02,2.996715257030499110e-02,6.505927601049923958e-02,-2.656049600587375922e-02,-6.257300102602286751e-02,-5.926375484400286248e-02,-5.188241527612731663e-02,8.121093130631629187e-02,1.036617181482734316e-02,4.643356726098332027e-02,-4.323742712080822642e-02,2.992880329513730731e-02,-1.072924154059666936e-04,-4.831148118931914009e-02,6.982875709506891626e-02,2.231046664462549289e-02,-3.873713662439997457e-02,2.088126516415922396e-02,1.310133279052463073e-01,-1.322013546637656189e-01,8.635742057684078071e-03,-5.990048105157226577e-02
