1.817937493324279785e-01,-1.937819719314575195e-01,-1.916245967149734497e-01
-2.907281927764415741e-02,-1.140142604708671570e-01,-3.723990544676780701e-02
-6.389165669679641724e-02,-1.918157488107681274e-01,3.072805106639862061e-01
-3.485070168972015381e-01,2.143520414829254150e-01,8.312945812940597534e-02
-1.716440916061401367e-01,-1.162579953670501709e-01,2.409019321203231812e-02
2.511891126632690430e-01,-2.245789766311645508e-01,-1.013952493667602539e-01
1.133127324283123016e-02,-1.657686382532119751e-01,1.654249578714370728e-01
-1.001972779631614685e-01,4.889805242419242859e-02,1.030045077204704285e-01
-1.184804961085319519e-01,2.040777169167995453e-02,-1.564482748508453369e-01
3.228861466050148010e-02,2.424108237028121948e-01,-2.664471268653869629e-01
1.797407269477844238e-01,1.910858005285263062e-01,-2.116488963365554810e-01
7.017038017511367798e-02,5.407553166151046753e-02,3.438340499997138977e-02
2.295935451984405518e-01,2.681468427181243896e-02,-4.649212583899497986e-02
3.323763608932495117e-02,3.824010118842124939e-02,-1.747848391532897949e-01
4.163795337080955505e-02,8.676176518201828003e-02,-1.629460602998733521e-01
4.806813597679138184e-02,-5.642415210604667664e-02,-1.207163091748952866e-03
-2.941489815711975098e-01,-1.675721406936645508e-01,3.432534039020538330e-01
4.099234938621520996e-03,-8.324295282363891602e-03,-9.241163730621337891e-03
-1.218981817364692688e-01,2.157880216836929321e-01,-1.144409030675888062e-01
7.415453344583511353e-02,3.882931545376777649e-02,-1.554887741804122925e-01
-7.823078334331512451e-02,5.513127520680427551e-02,-1.629377454519271851e-01
-3.598801493644714355e-01,7.677483372390270233e-03,2.658675909042358398e-01
3.682651817798614502e-01,-2.548581659793853760e-01,-1.816682517528533936e-01
-3.613671958446502686e-01,2.755219340324401855e-01,7.715322822332382202e-02
-7.773002982139587402e-02,1.088462173938751221e-01,-3.606352210044860840e-02
5.095899105072021484e-02,2.081905007362365723e-01,-1.520246453583240509e-02
-2.577325701713562012e-01,-1.861726343631744385e-01,3.263096511363983154e-01
-1.229444369673728943e-01,4.550218954682350159e-02,2.384736090898513794e-01
2.052396349608898163e-02,-1.141769513487815857e-01,-2.143096923828125000e-02
-2.182681672275066376e-02,1.483725309371948242e-01,-4.202298447489738464e-02
3.931853473186492920e-01,-1.761588007211685181e-01,3.320085583254694939e-03
-1.405262947082519531e-01,2.178249061107635498e-01,-2.624196745455265045e-02
-3.298858404159545898e-01,-1.679870113730430603e-02,2.676303386688232422e-01
-5.756164900958538055e-03,-8.769851922988891602e-02,2.365569025278091431e-01
2.517498433589935303e-01,-1.657969504594802856e-01,-1.677704416215419769e-02
2.243581973016262054e-02,1.484120544046163559e-02,-4.561992734670639038e-02
-1.836869493126869202e-02,3.348465561866760254e-01,-1.482143700122833252e-01
3.915218636393547058e-02,2.416584640741348267e-02,6.980415433645248413e-02
-4.894895479083061218e-02,-2.061565071344375610e-01,8.417282998561859131e-02
-1.338126957416534424e-01,6.729410588741302490e-02,-2.283164113759994507e-02
-9.816781431436538696e-02,-2.781099677085876465e-01,3.075260818004608154e-01
6.126983463764190674e-02,7.925911247730255127e-02,-1.250288337469100952e-01
2.095096707344055176e-01,-8.937752246856689453e-02,-3.270914033055305481e-02
-1.063034087419509888e-01,1.517501920461654663e-01,1.486057136207818985e-02
1.793757081031799316e-01,-3.247997164726257324e-02,-1.139226704835891724e-01
1.912388801574707031e-01,9.856037795543670654e-02,-1.385968327522277832e-01
-2.416816800832748413e-01,1.914985775947570801e-01,4.831346496939659119e-02
-2.185648493468761444e-02,-2.171904891729354858e-01,2.807172536849975586e-01
3.559795320034027100e-01,-5.612081289291381836e-02,-3.397169709205627441e-01
-5.821527168154716492e-02,-1.850686967372894287e-02,4.959191661328077316e-03
